rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad
7099,6614926,K06029.01,,FALSE POSITIVE,FALSE POSITIVE,0.019,3.026764871,4.32532,66720,26.36,1360,6283,4.459,1.01
7100,6628237,K06030.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,3.840130917,2.8951,60401,33.44,1205,5931,4.418,1.012
7101,6934587,K06032.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.570919281,3.2232,65124,59.12,1797,6192,4.326,1.162
7102,7219906,K06033.01,,FALSE POSITIVE,FALSE POSITIVE,0,35.08976902,3.9623,5754.6,33.1,501,5603,4.556,0.846
7103,7257373,K06034.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.233450136,8.57374,430420,70.33,1050,5841,4.454,0.977
7104,7295570,K06035.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.6037011,2.994,16112,66.94,1464,5633,4.016,1.547
7105,7362852,K06036.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.518356021,6.90375,316750,64.49,1266,6201,4.472,0.989
7106,5629353,K06132.03,,CANDIDATE,CANDIDATE,0.998,11.867172,4.815,595.6,4.03,1058,6264,4.133,1.651
7107,5641294,K06133.01,,FALSE POSITIVE,FALSE POSITIVE,,2.6160943,21.34,29.3,0.81,1744,6645,4.232,1.42
7108,5738698,K06134.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.404386969,7.40348,313170,79.72,1670,6466,4.278,1.21
7109,5768927,K06135.01,,FALSE POSITIVE,FALSE POSITIVE,0.021,4.390513938,2.9472,46829,41.83,1401,6081,4.133,1.454
7110,5814635,K06136.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.86963822,2.29,,,,,,
7111,5816144,K06137.02,,FALSE POSITIVE,FALSE POSITIVE,0,7.384681,3.548,142.8,1.22,1000,6174,4.445,1.021
7112,10717220,K06228.01,Kepler-1644 b,CONFIRMED,CANDIDATE,1,21.0907909,4.751,417.6,1.88,606,5723,4.546,0.818
7113,10728219,K06229.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.371796653,3.4421,366900,306.28,1155,5615,4.455,0.912
7114,10735988,K06230.01,,CANDIDATE,CANDIDATE,0.644,1.927177921,2.7742,136140,28.94,1219,5193,4.525,0.774
7115,8112324,K07867.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.575925434,2.4676,137400,38.24,1834,5461,4.586,0.683
7116,10971944,K06231.01,,FALSE POSITIVE,FALSE POSITIVE,,496.17566,11.63,293,3.46,358,6643,3.946,1.976
7117,10973583,K06232.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.256352128,2.3512,3289.3,30.76,918,5772,4.549,0.836
7118,11099351,K06234.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.37795507,2.4329,4391.1,92.61,2965,9565,4.088,2.286
7119,11147460,K06235.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.053866175,4.8045,5021.3,158.25,2528,5051,3.22,4.089
7120,10662202,K00750.04,,FALSE POSITIVE,FALSE POSITIVE,,36.5521313,2.481,282.9,0.9,361,4722,4.723,0.527
7121,11607193,K00983.02,,FALSE POSITIVE,FALSE POSITIVE,0,5.177577252,2.4777,1325.4,73.82,1671,7429,4.143,1.796
7122,4247991,K02311.03,Kepler-1185 b,CONFIRMED,CANDIDATE,0.976,104.3519624,3.695,243.8,1.39,355,5650,4.546,0.87
7123,11968463,K02433.06,,CANDIDATE,CANDIDATE,,6.06330298,3.275,200.7,1.64,1153,6308,4.353,1.153
7124,11968463,K02433.07,,FALSE POSITIVE,FALSE POSITIVE,0,86.431871,7.374,415.1,2.85,464,6325,4.409,1.112
7125,11074835,K02533.03,,CANDIDATE,CANDIDATE,,26.1152887,12.54,70,2.38,898,5190,3.63,2.912
7126,8042747,K07861.01,,FALSE POSITIVE,FALSE POSITIVE,0,469.52303,5.487,355.7,2.1,252,6197,4.449,1.035
7127,7373877,K06037.01,,FALSE POSITIVE,FALSE POSITIVE,0,32.66996259,3.581,365.4,1.37,428,4871,4.606,0.741
7128,5792202,K00841.04,,FALSE POSITIVE,FALSE POSITIVE,0,269.306232,14.931,1708,24,235,5251,4.581,0.817
7129,7436177,K06038.01,,FALSE POSITIVE,FALSE POSITIVE,0,19.93364711,8.6122,174830,75.88,848,6505,4.25,1.29
7130,7537945,K06039.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.071911311,3.8559,9817.8,40.32,1809,5885,4.413,0.933
7131,7624297,K06040.01,,FALSE POSITIVE,FALSE POSITIVE,0,18.0196514,5.08572,177000,31.77,544,5278,4.658,0.659
7132,8109692,K07864.01,,FALSE POSITIVE,FALSE POSITIVE,0,117.934158,9.25,187.5,3.76,648,6790,3.822,2.597
7133,7695093,K06041.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.032762189,4.14212,119350,35.22,1173,5960,4.438,0.962
7134,7749318,K06042.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.371589507,3.5116,235100,88.22,1043,5340,4.715,0.601
7135,7777397,K06043.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.09112124,2.159,115.1,3.58,2044,6705,3.629,3.293
7136,5817566,K06138.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,4.206070484,10.6988,119810,172.66,2547,8212,3.736,3.185
7137,6032730,K06141.01,,CANDIDATE,CANDIDATE,,96.509214,0.589,1528,860.3,787,7343,3.751,2.955
7138,6116172,K06142.01,,FALSE POSITIVE,FALSE POSITIVE,,69.64679311,3.71,,,,,,
7139,6116172,K06142.02,,FALSE POSITIVE,FALSE POSITIVE,,111.65546,1.051,2887,2121,579,6967,4.086,1.863
7140,6116172,K06142.03,,FALSE POSITIVE,FALSE POSITIVE,,86.13201864,3.11,,,,,,
7141,4150539,K01330.02,,FALSE POSITIVE,FALSE POSITIVE,0,94.219289,24.312,1025.9,2.15,285,4641,4.589,0.694
7142,9839821,K02012.02,,CANDIDATE,CANDIDATE,0.877,180.921729,8.99,742.4,2.3,302,5818,4.554,0.848
7143,11252617,K06236.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.478116695,3.357,117980,38.85,1218,6304,4.435,1.058
7144,8245108,K07876.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.579108481,1.659,68.4,0.42,1377,4604,4.749,0.501
7145,11252617,K06236.02,,FALSE POSITIVE,FALSE POSITIVE,0.001,1.27620899,2.169,186.2,1.46,1851,6304,4.435,1.058
7146,11296437,K06237.01,,FALSE POSITIVE,FALSE POSITIVE,,528.50344,6.394,133.8,2.2,354,7102,4.068,1.874
7147,11296437,K06237.02,,FALSE POSITIVE,FALSE POSITIVE,,47.14404783,4.35,,,,,,
7148,11341164,K06238.01,,CANDIDATE,CANDIDATE,,197.0543157,6.38,,,,,,
7149,11462969,K06239.01,,CANDIDATE,CANDIDATE,,406.496216,3.495,380.2,1.77,236,5847,4.525,0.884
7150,11462969,K06239.02,,FALSE POSITIVE,FALSE POSITIVE,,491.6151681,6.31,,,,,,
7151,7841986,K06045.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.73370737,7.6706,6155.3,18.7,1171,5971,3.914,2.003
7152,7914906,K06047.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.752913958,3.4546,41770,119.91,1635,7279,3.856,2.624
7153,5792202,K00841.05,,FALSE POSITIVE,FALSE POSITIVE,0,499.47338,12.248,1662,3.71,191,5251,4.581,0.817
7154,8019043,K06048.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.985586627,2.53163,72584,105.22,2796,6651,3.6,3.219
7155,8023317,K06049.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.57902805,7.803,37980,49.01,1062,5870,3.808,2.3
7156,8121067,K06050.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.064900876,6.8769,10939,38.19,1357,5714,4.501,0.901
7157,6197038,K06144.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.751720174,16.1937,332900,182.09,1356,5147,3.424,3.145
7158,6221385,K06145.01,Kepler-1641 b,CONFIRMED,CANDIDATE,0.937,19.672324,4.812,649.9,4.07,908,6486,4.136,1.485
7159,6221385,K06145.02,Kepler-1641 c,CONFIRMED,CANDIDATE,0.999,32.657035,5.953,620.4,3.73,767,6486,4.136,1.485
7160,6221385,K06145.03,,CANDIDATE,CANDIDATE,0.802,7.3138454,2.273,247.7,2.73,1263,6486,4.136,1.485
7161,8260269,K07877.01,,FALSE POSITIVE,FALSE POSITIVE,0.135,6.70995253,2.297,86,1.1,1120,6461,4.396,1.131
7162,6449358,K06147.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.776794344,6.33505,121540,129.2,2249,7666,3.658,3.601
7163,6593968,K06148.01,,FALSE POSITIVE,FALSE POSITIVE,,23.19923256,2.09,,,,,,
7164,6674908,K06149.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.503199724,1.117,275.6,1.06,1363,4013,4.639,0.63
7165,11558882,K06241.01,,FALSE POSITIVE,FALSE POSITIVE,0,73.91858615,6.9735,184070,89.96,484,6300,4.404,1.057
7166,11656928,K06242.01,,CANDIDATE,CANDIDATE,,212.4350367,4.26,,,,,,
7167,11566064,K00353.03,,CANDIDATE,CANDIDATE,0.975,11.1619384,5.195,124.4,1.97,1093,6200,4.072,1.64
7168,8042835,K07862.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.38793696,17.302,114.3,25.56,1674,6769,4.379,1.161
7169,2853780,K02081.02,,FALSE POSITIVE,FALSE POSITIVE,,589.17968,10.2,253.4,4.91,330,5295,3.617,3.152
7170,11656928,K06242.02,,CANDIDATE,CANDIDATE,,76.83994597,3.11,,,,,,
7171,11656928,K06242.03,,CANDIDATE,CANDIDATE,,78.86684,4.5,86.1,1.3,573,6907,4.264,1.381
7172,8153568,K06051.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.60727417,14.0841,841900,221.55,1833,7026,4.068,1.785
7173,8167938,K06052.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.565717939,1.7084,1941.7,180.8,4607,11360,3.636,4.712
7174,8167978,K06053.01,,FALSE POSITIVE,FALSE POSITIVE,0,22.05274533,5.5924,13858,32.56,552,5510,4.608,0.741
7175,8168581,K06054.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.881338104,3.5943,2533.7,31.58,1206,5783,4.539,0.88
7176,8230809,K06055.01,,FALSE POSITIVE,FALSE POSITIVE,0.429,4.078355243,6.4649,36133,16.73,1113,5872,4.481,0.867
7177,8364115,K06056.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.73590441,4.4389,465.3,21.3,884,5927,4.544,0.86
7178,8458207,K06057.01,,FALSE POSITIVE,FALSE POSITIVE,0.018,3.530164642,4.11466,69923,35.71,1465,6208,4.226,1.344
7179,7825899,K00896.03,,CANDIDATE,CANDIDATE,1,28.8672107,3.782,347.1,1.51,493,5191,4.564,0.837
7180,6946681,K06150.01,,CANDIDATE,CANDIDATE,,48.9528113,1.66,,,,,,
7181,4150624,K01334.02,,FALSE POSITIVE,FALSE POSITIVE,0,94.225938,22.08,530.4,1.93,348,5421,4.564,0.852
7182,6946708,K06151.01,,CANDIDATE,CANDIDATE,,431.78556,9.135,332.6,1.36,211,5642,4.6,0.747
7183,6967278,K06152.01,,FALSE POSITIVE,FALSE POSITIVE,0,395.07333,7.844,645.1,230.33,1406,3599,0.679,98.38
7184,7108433,K06153.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.51918335,5.45573,499990,128.17,2517,7426,4.116,1.698
7185,7119080,K06154.01,,FALSE POSITIVE,FALSE POSITIVE,,13.59940118,2.52,,,,,,
7186,7129465,K06155.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.745910734,4.02594,286810,61.16,1221,5372,4.396,0.96
7187,11724210,K06244.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.746017234,3.6347,29236,29.32,1042,5940,4.429,0.96
7188,11775507,K06245.01,,FALSE POSITIVE,FALSE POSITIVE,,144.102562,2.753,171.3,1.67,437,6528,4.257,1.26
7189,11775507,K06245.02,,CANDIDATE,CANDIDATE,,112.317402,3.471,182.4,1.77,475,6528,4.257,1.26
7190,11867071,K06247.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.963787093,3.10316,25015,28.11,1389,6617,4.373,1.18
7191,11975363,K06248.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.759208679,4.60837,362330,66.06,1475,5721,4.453,0.961
7192,12207117,K06249.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.6031794,0.91,,,,,,
7193,6768394,K02086.04,,FALSE POSITIVE,FALSE POSITIVE,,335.56311,13.06,158,1.83,333,6200,4.16,1.448
7194,8580438,K06058.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.496031958,5.21924,108890,32.33,957,5516,4.364,0.988
7195,8581232,K06059.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.012537983,2.0101,19796,9.96,765,4483,4.629,0.63
7196,8655458,K06060.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.594162001,5.4958,9876.3,26.11,1419,5388,4.449,0.885
7197,8695779,K06061.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.23893988,3.4851,3153.1,22.09,1190,6244,3.986,1.807
7198,8953059,K06062.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,5.499941387,5.1339,40110,23.34,1202,6435,4.385,1.157
7199,9214712,K06064.01,,FALSE POSITIVE,FALSE POSITIVE,0,265.2996227,8.8452,100160,33.81,270,5873,4.547,0.863
7200,9214715,K06065.01,,FALSE POSITIVE,FALSE POSITIVE,0,265.2999623,8.8577,31778,25.56,296,6108,4.471,0.997
7201,7190639,K06157.01,,FALSE POSITIVE,FALSE POSITIVE,,98.1020983,1.225,184.4,1.97,525,6669,4.224,1.427
7202,7198881,K06158.01,,FALSE POSITIVE,FALSE POSITIVE,,182.467019,7.607,1020,3.73,364,6299,4.401,1.167
7203,7198881,K06158.02,,FALSE POSITIVE,FALSE POSITIVE,,126.5783727,2.5,,,,,,
7204,7422883,K06159.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.41437505,6.276,45966,44.08,1128,6826,4.187,1.52
7205,10545066,K00337.02,,CANDIDATE,CANDIDATE,,154.607419,9.225,279.9,1.56,340,6017,4.508,0.931
7206,7663405,K01519.02,,CANDIDATE,CANDIDATE,0.742,57.132855,4.958,414.1,1.81,414,5157,4.445,0.904
7207,7464205,K06160.01,,FALSE POSITIVE,FALSE POSITIVE,,151.31847,16.45,105.4,1.13,373,6003,4.346,1.085
7208,12367464,K06250.01,,CANDIDATE,CANDIDATE,0.991,1.853209359,1.7543,12319,32.99,2100,6384,4.026,1.716
7209,12470041,K06251.01,,FALSE POSITIVE,FALSE POSITIVE,0,14.66769462,2.4462,29862,145.18,1552,7517,3.717,3.226
7210,11358389,K02163.03,,CANDIDATE,CANDIDATE,0.791,28.2251049,2.354,201.3,1.59,625,6014,4.436,1.021
7211,5706595,K02183.03,,FALSE POSITIVE,FALSE POSITIVE,0.404,150.381954,4.968,396.1,2.26,325,5569,4.459,0.954
7212,8179286,K07869.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.4132144,2.371,76.4,1.03,925,6188,4.33,1.155
7213,3548044,K02194.03,,CANDIDATE,CANDIDATE,0.496,445.21685,16.37,211.6,1.37,237,5670,4.387,0.95
7214,2581191,K02203.02,,FALSE POSITIVE,FALSE POSITIVE,,172.178768,1.19,501,2.29,349,6208,4.462,1.009
7215,8168187,K02209.02,,CANDIDATE,CANDIDATE,0.901,35.502865,8.149,115.9,2.18,724,5528,3.892,1.839
7216,9221398,K06066.01,,FALSE POSITIVE,FALSE POSITIVE,0,13.78752053,2.55435,12978,25.33,921,6399,4.312,1.289
7217,9411317,K06067.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.2904597,2.6002,173010,23.96,594,4601,4.681,0.566
7218,9605514,K00945.03,,FALSE POSITIVE,FALSE POSITIVE,0.137,66.789347,4.08,358.5,2.07,490,6297,4.448,1.031
7219,9418619,K06068.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.150251376,1.68923,2128.7,100.03,2251,8914,3.896,2.867
7220,9532123,K06069.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.214204254,4.5905,74177,42.29,798,5654,4.59,0.774
7221,9649222,K06071.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.918619554,3.94804,94124,29.98,1009,5957,4.498,0.971
7222,9664215,K06072.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.319523463,3.3465,38832,38.37,1108,5761,4.581,0.791
7223,7750740,K06162.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.874197307,4.26585,205700,59.2,1112,6103,4.363,1.083
7224,7779942,K06163.01,,FALSE POSITIVE,FALSE POSITIVE,0,19.7959731,5.342,334,3.47,1014,6731,4.043,1.876
7225,7835312,K06164.01,,CANDIDATE,CANDIDATE,0.959,29.5126153,6.314,188.2,1.84,678,5746,4.189,1.351
7226,7835312,K06164.02,,FALSE POSITIVE,FALSE POSITIVE,,209.0005502,2.52,,,,,,
7227,7838906,K06165.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.614892073,3.7294,2373,1192.79,4097,4289,1.603,35.695
7228,7908367,K06166.01,Kepler-1642 b,CONFIRMED,CANDIDATE,1,12.2064304,2.407,1337.2,5.41,895,5254,4.05,1.514
7229,7908367,K06166.02,Kepler-1642 c,CONFIRMED,CANDIDATE,1,6.6513189,2.135,1058.4,4.81,1095,5254,4.05,1.514
7230,7940533,K06167.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.905532605,6.8091,73081,21.37,1017,5495,4.543,0.798
7231,4142847,K02210.02,Kepler-1143 c,CONFIRMED,CANDIDATE,1,210.631486,8.419,1657.8,3.23,234,4895,4.589,0.759
7232,9221517,K02281.02,,FALSE POSITIVE,FALSE POSITIVE,,455.27405,2.4,366,1.54,196,5178,4.556,0.818
7233,10730703,K02327.02,,CANDIDATE,CANDIDATE,,46.331703,4.514,299.9,1.39,441,5477,4.571,0.815
7234,4665571,K02393.02,,CANDIDATE,CANDIDATE,1,0.766691517,1.2638,244,1.22,1541,4821,4.529,0.788
7235,7047363,K02432.02,,FALSE POSITIVE,FALSE POSITIVE,,93.6273251,1.92,,,,,,
7236,7289317,K02450.02,,CANDIDATE,CANDIDATE,0.982,7.1931193,2.935,125.6,1.12,916,5518,4.4,1.008
7237,9714358,K06073.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.474202359,3.35989,203490,28.96,717,4947,4.636,0.624
7238,9851123,K06074.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.4803048,7.5348,2672.9,4.13,777,5478,4.573,0.812
7239,10026458,K06076.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.93443795,8.098,2750,35.54,830,5763,4.484,0.998
7240,10139305,K06077.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.173552528,1.6107,3026,23.51,1025,5008,4.663,0.594
7241,7375348,K00266.02,,CANDIDATE,CANDIDATE,1,47.7439509,2.99,96.9,1.74,575,5949,4.272,1.292
7242,1432789,K00992.02,,CANDIDATE,CANDIDATE,0.961,4.57834367,3.987,140.7,1.44,1206,5782,4.28,1.22
7243,10288922,K06078.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.15771597,2.9526,9520.1,42.27,853,5993,4.489,0.986
7244,7974634,K06168.01,,FALSE POSITIVE,FALSE POSITIVE,,131.258668,4.89,153,1.59,433,6443,4.325,1.248
7245,7974634,K06168.02,,FALSE POSITIVE,FALSE POSITIVE,,75.072964,9.21,74.3,1.09,522,6443,4.325,1.248
7246,7974634,K06168.03,,FALSE POSITIVE,FALSE POSITIVE,,404.701927,3.981,236.2,1.94,298,6443,4.325,1.248
7247,8043882,K06169.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.779609509,4.013,88.5,1.07,2097,5899,4.37,1.07
7248,8058507,K06170.01,,FALSE POSITIVE,FALSE POSITIVE,,15.80529628,1.56,,,,,,
7249,8095099,K06171.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.103239235,7.08365,314930,64.15,1470,6074,4.466,0.965
7250,8163784,K06172.01,,CANDIDATE,CANDIDATE,,31.8134892,1.422,234.2,1.18,496,5505,4.586,0.776
7251,2305866,K02610.02,,CANDIDATE,CANDIDATE,0.441,115.230655,17.735,164.4,4.02,632,6585,3.813,2.517
7252,12206313,K02714.03,Kepler-401 d,CONFIRMED,CANDIDATE,0.955,184.262741,11.94,292.2,2.57,380,6115,4.249,1.291
7253,6436029,K02828.02,,CANDIDATE,CANDIDATE,0.767,505.462916,10.127,1724,3.46,181,4817,4.499,0.833
7254,7767162,K02869.02,,CANDIDATE,CANDIDATE,,274.743032,9.137,309,2.16,330,6277,4.306,1.207
7255,9478990,K00423.02,,FALSE POSITIVE,FALSE POSITIVE,,360.477635,4.332,604,11943.8,339,6266,4.101,1.522
7256,10793172,K02871.03,,FALSE POSITIVE,FALSE POSITIVE,,18.0811429,4.44,71.2,0.75,638,5693,4.551,0.856
7257,10122538,K02926.03,Kepler-1388 d,CONFIRMED,CANDIDATE,1,20.9569985,3.493,1917.9,2.38,363,3891,4.718,0.564
7258,10710755,K06080.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.816610903,3.82353,80226,26.15,1050,5796,4.472,0.904
7259,10727668,K06081.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.305903447,3.3828,23269,39.04,3147,9696,4.033,2.492
7260,10735519,K06082.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.814128042,3.0646,2063.6,426.98,3773,4822,2.662,12.899
7261,8197767,K07871.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.247121237,9.363,966.7,18.39,1237,4852,4.613,0.651
7262,10935310,K06083.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.128795314,2.771,154870,52,1244,5949,4.311,1.083
7263,11021252,K06084.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.269176601,2.7233,59095,164.61,1349,6372,4.453,1.015
7264,11408935,K06086.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.99509405,8.45037,44315,17.09,676,5899,4.574,0.805
7265,8165617,K06173.01,,FALSE POSITIVE,FALSE POSITIVE,,214.013044,7.87,123.2,1.54,397,6698,4.267,1.37
7266,8181016,K06174.01,,FALSE POSITIVE,FALSE POSITIVE,,0.70914232,1.936,2560,7.27,1685,5350,4.578,0.693
7267,8197761,K06175.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.86869589,2.876,5915,21.68,1332,7301,4.11,1.717
7268,4840513,K01541.02,,FALSE POSITIVE,FALSE POSITIVE,,66.34455122,3.64,,,,,,
7269,8223568,K06176.01,,CANDIDATE,CANDIDATE,,143.09688,17.74,125,1.48,441,6725,4.335,1.31
7270,8223568,K06176.02,,FALSE POSITIVE,FALSE POSITIVE,,73.4567573,2.74,,,,,,
7271,8265156,K06177.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0.978362973,1.206,37.1,1.04,2772,7193,4.156,1.671
7272,8355178,K06178.01,,CANDIDATE,CANDIDATE,0.989,13.0327301,3.902,242.3,1.64,809,6122,4.471,0.996
7273,4770174,K02971.02,,CANDIDATE,CANDIDATE,0.999,31.9533679,8.424,106.1,1.65,725,6313,4.228,1.467
7274,9838804,K03028.02,,CANDIDATE,CANDIDATE,,458.16754,6.97,683,2.11,208,5536,4.566,0.816
7275,9020114,K03088.02,,CANDIDATE,CANDIDATE,,67.8766605,2.598,389.2,1.92,455,6018,4.485,0.975
7276,6609270,K03090.02,,FALSE POSITIVE,FALSE POSITIVE,0.022,15.0367776,3.042,503.5,8.02,381,3729,4.733,0.514
7277,7983117,K03214.02,,CANDIDATE,CANDIDATE,1,25.0901574,8.273,37.7,1.35,852,6033,3.985,1.788
7278,11125797,K03371.02,Kepler-1482 b,CONFIRMED,CANDIDATE,1,12.25384348,2.373,147.7,1,678,5413,4.579,0.82
7279,9966219,K03401.02,,CANDIDATE,CANDIDATE,,326.6708,10.84,386.4,2.2,283,5896,4.343,1.072
7280,11974540,K00129.02,,FALSE POSITIVE,FALSE POSITIVE,,143.2110936,2.71,,,,,,
7281,7219825,K00238.03,,CANDIDATE,CANDIDATE,0.784,362.97828,14.083,260.6,1.96,296,6086,4.274,1.216
7282,11519226,K06087.01,,FALSE POSITIVE,FALSE POSITIVE,0,22.16127178,3.699,5259,69.44,877,5893,3.945,1.745
7283,1718189,K00993.03,,FALSE POSITIVE,FALSE POSITIVE,0.149,86.723653,4.852,241,1.43,391,5830,4.54,0.876
7284,11756821,K06088.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.745121487,2.9845,14608,9.55,893,4608,4.648,0.658
7285,11769146,K06089.01,,FALSE POSITIVE,FALSE POSITIVE,0,282.9656538,21.4259,467860,71.61,280,5999,4.494,0.959
7286,8263187,K07878.01,,CANDIDATE,CANDIDATE,0.175,36.566324,4.832,2943,15.41,828,5294,3.599,2.884
7287,11826400,K06091.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.889372452,4.94674,56841,50.78,1695,7249,3.993,2.071
7288,12010534,K06092.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.581595167,4.9153,171130,40.94,1328,5720,4.407,0.989
7289,2019477,K06093.01,,FALSE POSITIVE,FALSE POSITIVE,0.283,20.5736113,11.222,76,3.86,1197,5440,3.404,4.524
7290,7116117,K03163.01,,FALSE POSITIVE,FALSE POSITIVE,,0.566801886,5.733,5.9,0.54,3862,7589,4.023,2.169
7291,7868092,K03169.01,,FALSE POSITIVE,FALSE POSITIVE,,180.71809,10.85,31.2,1.28,546,7608,4.08,1.991
7292,3337061,K03172.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.5583706,3.286,136,39.06,1283,6144,4.083,1.606
7293,9826171,K03173.01,,FALSE POSITIVE,FALSE POSITIVE,,434.39148,13.02,120.3,1.59,236,5971,4.514,0.868
7294,3936658,K03180.01,,FALSE POSITIVE,FALSE POSITIVE,,71.1577054,4.85,,,,,,
7295,4577484,K03181.01,,FALSE POSITIVE,FALSE POSITIVE,,73.26417,5.54,38.4,1.32,584,5424,3.832,2.11
7296,4735826,K03184.02,,FALSE POSITIVE,FALSE POSITIVE,,11.3220104,5.86,17.1,0.91,1215,6003,3.825,2.193
7297,5005618,K03186.01,,FALSE POSITIVE,FALSE POSITIVE,,681.9363102,7.94066,186530,61.52,220,6095,4.427,1.035
7298,4663658,K03187.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.705891195,5.281,15,1,4884,10346,4.077,2.449
7299,10467815,K03191.01,,FALSE POSITIVE,FALSE POSITIVE,,377.88909,9.259,92.8,3.17,606,9030,3.822,3.218
7300,10847721,K03192.01,,FALSE POSITIVE,FALSE POSITIVE,,199.21638,9.23,62.5,2.36,706,8914,3.896,2.867
7301,10118942,K03195.01,,FALSE POSITIVE,FALSE POSITIVE,,121.70747,1.37,98.2,3.02,580,6362,3.858,2.27
7302,9471539,K03198.01,,FALSE POSITIVE,FALSE POSITIVE,,273.528359,22.346,408.5,115.4,557,7682,3.838,2.783
7303,5482603,K03199.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.88258905,2.741,57.8,0.78,1158,5780,4.438,1
7304,2305819,K03201.01,,FALSE POSITIVE,FALSE POSITIVE,,135.57186,9.94,41.2,0.83,439,6070,4.117,1.277
7305,9518710,K03207.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.954388314,6.26,57.2,2.27,3406,7056,3.813,2.785
7306,10284575,K03210.01,,FALSE POSITIVE,FALSE POSITIVE,,173.06929,12.84,576.7,30.29,518,7296,4.103,1.818
