rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad
192,6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,1,3.219814777,2.0642,488.2,1.69,998,5103,4.562,0.787
193,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1,5.912273234,2.3254,961.4,1.73,585,4072,4.696,0.57
194,6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1,8.98581901,2.8606,881.3,1.65,509,4072,4.696,0.57
195,7031517,K00871.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.94066866,2.4845,42450,22.94,723,5875,4.572,0.809
196,11869052,K00120.01,,CANDIDATE,CANDIDATE,0.573,20.5452375,2.517,218.5,2.41,742,5670,4.206,1.264
197,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,1,33.60123371,4.4056,7425.9,8.46,495,5149,4.447,0.93
198,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1,6.76652928,2.9004,450.7,1.97,845,5149,4.447,0.93
199,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1,4.347288783,2.1024,451.6,2.36,1174,5754,4.345,1.122
200,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1,4.601811819,2.2607,755.9,2.35,896,4986,4.496,0.833
201,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.997,11.18719905,3.252,353.6,1.55,667,4986,4.496,0.833
202,7135852,K00875.01,,CANDIDATE,CANDIDATE,1,4.220965778,3.0854,2260,2.62,595,3837,4.747,0.517
203,7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.998099523,2.0488,20285,588.66,853,5612,4.566,0.829
204,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1,5.95489993,2.3892,1410.7,2.33,635,4261,4.641,0.633
205,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,1,12.03987488,2.7363,1250.6,2.18,502,4261,4.641,0.633
206,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.998,20.83762895,2.3734,439,1.42,418,4261,4.641,0.633
207,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.8111022,5.0683,401.1,63.66,1399,6200,3.8,2.404
208,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1,23.58917143,5.073,1200.7,3.16,487,4919,4.566,0.721
209,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1,6.481633073,3.784,298.5,2.54,1145,5945,4.213,1.302
210,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1,10.37168928,3.035,1254.9,3.2,720,5121,4.457,0.888
211,7678434,K00892.02,,CANDIDATE,CANDIDATE,1,3.96996298,1.1757,299.2,1.78,992,5121,4.457,0.888
212,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1,4.40841331,5.012,549.4,2.66,1139,6007,4.457,0.961
213,7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.9426176,6.703,1590.7,4.68,878,5811,4.521,0.926
214,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1,226.8904775,7.558,3136.4,4.53,236,5067,4.585,0.75
215,7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.956811408,2.1958,24905,21.58,1109,5209,4.657,0.603
216,7380537,K00883.01,,CANDIDATE,CANDIDATE,0.997,2.688899233,2.11275,37492,12.04,929,4820,4.667,0.639
217,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1,9.439459486,2.8979,3036.1,4.16,686,5097,4.597,0.779
218,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1,11.52306746,3.8757,507.3,3.13,927,5644,4.162,1.411
219,7434875,K00884.02,Kepler-247 d,CONFIRMED,FALSE POSITIVE,0,20.47748843,2.8364,1382.4,2.92,530,5097,4.597,0.779
220,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1,3.336123113,1.9616,516.3,1.74,970,5097,4.597,0.779
221,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1,8.01078456,2.312,1333.6,1.72,453,3713,4.779,0.47
222,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1,12.07134205,4.3224,759.2,1.29,395,3713,4.779,0.47
223,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.986,20.99587872,2.6333,767.3,1.3,328,3713,4.779,0.47
224,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1,7.41113177,2.5242,620.5,2.45,905,5849,4.517,0.919
225,7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.000747038,0.9967,1823.5,4.14,1620,5472,4.499,0.79
226,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.999,8.884922995,2.07004,16053,10.51,770,5332,4.5,0.843
227,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1,8.09888906,4.20241,6911.1,8.95,986,6214,4.442,1.076
228,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1,10.00653012,5.344,936.1,3.52,876,6063,4.47,1.001
229,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.635,17.85522168,7.41287,9065.2,13.16,911,6823,4.308,1.367
230,8013419,K00901.01,,CANDIDATE,CANDIDATE,1,12.73262407,2.2083,6465.7,4.87,432,3950,4.721,0.541
231,8018547,K00902.01,,CANDIDATE,CANDIDATE,0.966,83.92494032,6.7904,7958.7,4.78,226,3960,4.746,0.509
232,8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1,5.007316661,4.2362,6932.3,6.96,998,5865,4.563,0.827
233,8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1,2.211116989,1.6485,724.2,1.85,931,4500,4.656,0.646
234,8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.997,27.9541337,3.95,942.5,1.9,400,4500,4.656,0.646
235,11086270,K00124.01,Kepler-110 b,CONFIRMED,FALSE POSITIVE,0.415,12.69104387,3.7727,252.1,2.57,1008,5869,4.024,1.626
236,7767559,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.228,4.409409243,3.8636,12861,10.95,1101,5600,4.368,0.975
237,7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1,16.23947096,4.0374,2590.7,4.14,598,5191,4.564,0.837
238,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1,6.308201629,2.9785,1328.5,2.96,819,5191,4.564,0.837
239,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1,2.052349884,2.0778,14281,13.12,1497,5855,4.393,1.08
240,7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,1,9.7704486,2.4517,1897.8,2.23,460,3906,4.73,0.509
241,7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,1,5.169804269,2.153,1037.4,1.66,569,3906,4.73,0.509
242,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1,21.22261195,6.5093,366,2.48,771,5945,4.213,1.302
243,7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,1,20.09017037,4.154,1432.1,2.25,362,3906,4.73,0.509
244,7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.999,7.11373257,2.1764,807.6,1.16,429,3561,4.855,0.411
245,7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.999,3.306551643,1.8177,509.2,0.91,554,3561,4.855,0.411
246,7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.998,15.36845737,2.4714,756.1,1.11,332,3561,4.855,0.411
247,7938496,K00900.01,,CANDIDATE,CANDIDATE,1,13.81020318,3.048,1309.7,4.56,833,5942,4.327,1.142
248,8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1,4.093578461,2.5833,538.6,2.85,1182,6077,4.471,0.999
249,8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.999,105.145959,8.593,685.4,3.43,401,6077,4.471,0.999
250,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1,10.8484518,2.9993,1675.6,2.34,499,4201,4.682,0.591
251,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,1,6.66833241,1.915,362.3,1.18,587,4201,4.682,0.591
252,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.997,4.082274889,3.23015,17859,10.55,1016,5655,4.581,0.794
253,8552202,K00914.01,,CANDIDATE,CANDIDATE,1,3.886655224,3.1646,581.6,1.87,1010,5662,4.61,0.738
254,8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,1,42.1406089,5.083,895.5,1.85,349,4500,4.656,0.646
255,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,1,4.617490562,2.2618,575.8,1.62,728,4500,4.656,0.646
256,8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,0.996,10.19849255,2.4283,634.1,1.75,559,4500,4.656,0.646
257,8180063,K00905.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.795063956,3.2496,1692.9,4.33,950,5865,4.563,0.827
258,8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1,7.15681552,2.5882,867,2.47,782,5029,4.494,0.838
259,8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,1,17.64830851,2.0873,763.3,2.43,579,5029,4.494,0.838
260,8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.957,4.14810719,2.535,175.2,1.08,938,5029,4.494,0.838
261,8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,1,16.51410989,4.1575,973.5,2.72,655,5527,4.488,0.866
262,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,1,30.1329298,5.172,1015.8,3.14,536,5527,4.488,0.866
263,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,1,4.79090809,2.603,251.3,1.36,990,5527,4.488,0.866
264,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,1,31.71981013,4.819,363.4,3.09,743,5869,4.024,1.626
265,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,1,99.6415962,4.448,952.5,2.64,360,5527,4.488,0.866
266,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1,4.708326451,3.16114,7912.7,10.6,1162,5560,4.246,1.21
267,8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.37198661,3.8449,4147.6,540.37,438,4187,4.656,0.592
268,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1,5.392026903,2.9804,1151.4,2.68,850,5198,4.589,0.801
269,9140402,K00928.01,,CANDIDATE,CANDIDATE,1,2.494170338,1.1221,863.7,2.42,1194,5569,4.566,0.829
270,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1,6.491682808,4.301,7163.3,9.66,1062,6123,4.413,1.107
271,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.044770796,10.0134,1695,24.54,1076,5525,4.603,0.753
272,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.999,3.855603916,3.2179,16653,13.61,1212,6033,4.46,1.046
273,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.855599139,3.183,1030.9,3.57,1158,5936,4.501,0.965
274,11449844,K00125.01,Kepler-468 b,CONFIRMED,CANDIDATE,0.92,38.47876629,5.04169,23530,13.26,484,5510,4.539,0.879
275,8605074,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0,37.60166128,8.30604,59130,27.22,606,6140,4.354,1.096
276,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1,3.314947362,1.8007,1398.2,3.94,1155,5609,4.481,0.944
277,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.71969089,3.0231,969.7,4.37,952,5931,4.479,0.866
278,8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,0.996,39.6431552,6.5292,15664,10.98,472,5231,4.455,0.9
279,8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,0,51.42598578,16.9422,66068,29.66,549,6257,4.41,1.147
280,8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,1,21.80451611,3.4097,1144.9,2.6,543,5481,4.629,0.708
281,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,1,10.28194593,3.4366,1110.7,2.53,680,5196,4.593,0.775
282,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,1,18.11993039,4.2309,1506.9,2.95,563,5196,4.593,0.775
283,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,1,3.78402867,1.9012,426.1,1.7,949,5196,4.593,0.775
284,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,1,5.15448142,3.228,697.5,2.94,964,5431,4.457,0.884
285,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0,33.80364366,11.4813,13494,20.7,745,5855,3.999,1.796
286,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1,5.743469797,3.4412,1240.2,3.13,982,5897,4.531,0.891
287,8951215,K00924.01,,CANDIDATE,CANDIDATE,1,39.4759093,2.968,1012.6,4.06,577,6225,4.45,1.031
288,9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,0,19.97448524,4.23479,40293,26.56,700,6108,4.471,0.997
289,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,1,3.166353562,3.3129,1473.4,3.82,1273,6007,4.47,0.998
290,9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,0,23.89963441,3.81881,20953,44.04,652,6192,4.503,0.924
291,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,1,3.388012244,2.6849,280.1,2.11,1315,5553,4.221,1.25
292,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,1,5.83909761,3.1915,273.6,2.06,1097,5553,4.221,1.25
293,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1,1.620467654,2.1888,159.6,1.57,1681,5553,4.221,1.25
294,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,1,10.6816951,3.605,307.8,2.3,897,5553,4.221,1.25
295,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,1,6.104849417,4.6912,2090.3,3.18,784,5085,4.584,0.712
296,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.999,3.578780566,2.91089,11382,10.43,1145,5524,4.421,0.994
297,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.187067566,3.119,1037.4,23.88,1079,5450,4.552,0.811
298,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1,5.826657508,2.9183,1539.1,4.09,1013,5561,4.362,1.06
299,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,0.998,12.41216347,3.739,611.3,2.58,787,5561,4.362,1.06
300,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,1,18.74649011,3.895,796.8,3.05,686,5561,4.362,1.06
301,9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,1,20.86021229,5.1937,1910.5,5.5,781,6035,4.22,1.257
302,9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,1,42.63427848,6.1998,1719.3,5.22,615,6035,4.22,1.257
303,9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,0.973,87.6476068,8.871,1009.6,4,484,6035,4.22,1.257
304,9347899,K00935.04,,CANDIDATE,CANDIDATE,0.975,9.61731426,3.8692,234,1.94,1010,6035,4.22,1.257
305,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,0.953,9.467821474,2.4327,2237,2.13,407,3582,4.807,0.458
306,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.704,0.893040969,1.0981,741.7,1.24,893,3582,4.807,0.458
307,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,0.996,4.942783419,3.25346,11145,10.62,1008,5514,4.459,0.978
308,9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,1,20.83426731,4.0454,988.4,2.74,595,5537,4.549,0.88
309,9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,1,9.94602357,3.3862,994.5,3.12,807,5344,4.365,1.013
310,9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,0.998,1.04562195,1.8955,213,1.45,1710,5344,4.365,1.013
311,9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,0.949,5.71462396,2.336,297.8,1.78,971,5344,4.365,1.013
312,9904059,K00145.01,,CANDIDATE,CANDIDATE,1,102.9641952,15.735,1896.7,39,797,5047,3.066,7.119
313,3231341,K01102.02,Kepler-24 b,CONFIRMED,CANDIDATE,1,8.14515981,5.073,446.8,3.43,1050,5896,4.197,1.24
314,3231341,K01102.03,Kepler-24 e,CONFIRMED,CANDIDATE,1,18.9985279,4.529,430.7,43.17,792,5896,4.197,1.24
315,3231341,K01102.04,Kepler-24 d,CONFIRMED,CANDIDATE,0.999,4.24439049,3.282,174,2.07,1305,5896,4.197,1.24
316,2860866,K01103.01,,CANDIDATE,CANDIDATE,1,90.1240507,11.649,3020.3,7.12,485,6520,4.375,1.215
317,7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,1,28.5742692,4.9427,824.9,2.32,538,5551,4.508,0.812
318,10460629,K01168.01,,CANDIDATE,CANDIDATE,,856.672115,23.144,858.1,3.87,242,6449,4.232,1.309
319,10319385,K01169.01,,CANDIDATE,CANDIDATE,1,0.689210173,1.6169,195,1.32,1943,5630,4.505,0.954
320,10482160,K01170.01,,CANDIDATE,CANDIDATE,0.965,7.34373964,1.1784,574.4,1.84,839,5757,4.597,0.762
321,10485069,K01171.01,,FALSE POSITIVE,FALSE POSITIVE,,0.445277068,3.539,186.7,35.74,2562,6167,4.444,1.064
322,3233043,K00966.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.379463865,0.86896,1973.3,59.56,3000,5075,3.892,1.783
323,6579806,K00967.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.88047978,2.78458,18541,23.6,860,6113,4.512,0.917
324,3560301,K00968.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.6484156,38.1939,128.4,5.06,2259,6980,3.577,3.482
325,4044005,K00969.01,,FALSE POSITIVE,FALSE POSITIVE,0,17.51201477,1.8248,4511.7,13.66,804,6224,4.33,1.132
326,11502218,K00970.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.9886021,1.7376,673.5,34.39,3145,4813,2.472,13.652
327,11180361,K00971.01,,CANDIDATE,CANDIDATE,1,0.533059312,1.8621,1495.8,133.56,5862,8523,3.559,4.051
328,5802246,K01044.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.525154153,2.1441,747.5,23.61,2073,5582,4.497,0.846
329,6066403,K01045.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.303861044,4.0541,598.2,27.85,1610,5758,4.475,0.902
330,6209637,K01046.01,,FALSE POSITIVE,FALSE POSITIVE,,0.73452496,6.7,,,,,,
331,5988031,K01047.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.55549176,9.083,113.8,23.35,1312,5948,4.508,0.901
332,7684873,K00014.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.947376671,2.0911,433.2,403.59,2404,8090,4.002,2.234
333,8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,1,224.7789355,11.1899,3487.5,7.67,333,5873,4.293,1.235
334,2851100,K01104.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.890110752,0.8774,321.5,1.25,1372,4768,4.628,0.711
335,3130300,K01105.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.76573396,2.924,248,7.47,1964,5772,3.364,4.434
336,3240158,K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,1,7.42608123,3.6379,443.3,2.47,1037,6049,4.353,1.176
337,3240158,K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,0.989,15.9868932,4.158,178.5,1.62,803,6049,4.353,1.176
338,3228959,K01107.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.73094589,4.32,250.2,17.12,1922,5901,4.553,0.848
339,3218908,K01108.01,Kepler-770 b,CONFIRMED,CANDIDATE,1,18.92537246,3.9835,640.9,13.92,1171,4941,3.317,4.885
340,10341913,K01172.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.933749106,4.256,186.2,3.22,2863,6215,3.849,2.188
341,10480921,K01173.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.037440623,3.442,118.6,1.19,1572,6253,4.415,1.015
342,10287723,K01174.01,,CANDIDATE,CANDIDATE,,129995.7784,9.408,1474.9,2.99,25,4500,4.572,0.726
343,10350571,K01175.01,Kepler-784 b,CONFIRMED,CANDIDATE,0.994,31.5925809,13.566,145.1,1.78,688,5676,4.1,1.487
344,3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,0.998,1.97376085,1.82542,30222,8.78,753,3807,4.762,0.503
345,11013201,K00972.01,,CANDIDATE,CANDIDATE,0.632,13.11896244,4.3045,372.2,8.25,1768,7221,3.488,4.24
346,11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.618767792,5.9957,4399.1,7.48,1170,6013,4.381,1.033
347,11013201,K00972.02,,FALSE POSITIVE,FALSE POSITIVE,0,7.82187328,3.8417,42.2,2.78,2101,7221,3.488,4.24
348,9414417,K00974.01,,CANDIDATE,CANDIDATE,0.999,53.5057611,10.5616,195.6,2.52,675,6247,4.016,1.762
349,3632418,K00975.01,Kepler-21 A b,CONFIRMED,CANDIDATE,1,2.785821236,3.5599,68.9,1.69,1784,6202,4.026,1.733
350,3441784,K00976.01,,FALSE POSITIVE,FALSE POSITIVE,0,52.56901867,6.7507,26900,78.54,737,7240,4.178,1.717
351,5820218,K01048.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.411758679,3.158,570.6,14.71,684,3995,4.71,0.561
352,5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.525426427,1.0801,324.6,1.45,2069,5791,4.575,0.802
353,5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,1,1.269091415,1.4647,340.9,1.41,1331,5041,4.576,0.766
354,6131236,K01051.01,,CANDIDATE,CANDIDATE,1,6.79685353,3.1702,393.1,2.01,985,6061,4.486,0.97
355,9048161,K00146.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.667822346,4.9658,2121.9,67.37,1303,6266,3.923,1.889
356,3218908,K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,0.993,1.475323222,2.3155,154.9,5.88,2740,4941,3.317,4.885
357,3218908,K01108.03,Kepler-770 d,CONFIRMED,CANDIDATE,1,4.15246118,2.5755,223.4,7.62,1941,4941,3.317,4.885
358,3235672,K01109.01,,FALSE POSITIVE,FALSE POSITIVE,,6.7210783,7.46,,,,,,
359,2837111,K01110.01,Kepler-771 b,CONFIRMED,CANDIDATE,0.995,8.7348852,4.49,270.7,1.59,890,5982,4.493,0.96
360,3120276,K01111.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.26547688,3.733,399.6,1.81,770,5699,4.553,0.853
361,2307199,K00151.01,,CANDIDATE,CANDIDATE,0.752,13.4471791,3.0454,1428.2,5.24,848,6276,4.405,1.041
362,3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.305577989,2.5903,17971,25.89,1027,5534,4.629,0.707
363,3869825,K01178.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.800653901,9.0419,15304,16.91,1347,6715,4.347,1.241
364,3655332,K01179.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.06649901,5.9885,36348,56.44,932,5751,4.028,1.626
365,4042026,K01180.01,,FALSE POSITIVE,FALSE POSITIVE,0,34.82008158,11.1711,18848,11.36,459,5114,4.522,0.784
366,3344419,K01181.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.651784374,2.0141,2779.3,33.65,2090,5555,4.375,1.061
367,11192141,K00977.01,,CANDIDATE,CANDIDATE,1,1.353771892,7.012,1349.1,430.99,4903,4283,2.012,15.76
368,11494130,K00978.01,,FALSE POSITIVE,FALSE POSITIVE,0,18.95491633,24.249,867.5,71.39,1139,6362,3.761,2.534
369,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.348866254,3.2797,625.6,2436.69,6421,3598,0.65,101.451
370,12167361,K00980.01,,FALSE POSITIVE,FALSE POSITIVE,0,47.93094546,2.6897,2144.4,68.02,905,8214,4.104,1.938
371,8607720,K00981.01,,FALSE POSITIVE,FALSE POSITIVE,,3.99751422,3.686,32.8,2.98,2203,5066,3.122,5.324
372,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.592633181,5.5605,633.1,1.56,1053,4506,4.626,0.651
373,9032900,K00134.01,,FALSE POSITIVE,FALSE POSITIVE,0,67.5923754,12.249,4158.1,12.1,588,6038,4.082,1.744
374,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,1,17.02902786,4.645,568.9,2.54,755,5839,4.327,1.067
375,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,0.945,6.84619236,3.529,246.8,1.67,1022,5839,4.327,1.067
376,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,0.765,67.8321638,7.358,507.8,2.39,476,5839,4.327,1.067
377,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,0.815,43.1312147,3.198,447.8,2.39,554,5839,4.327,1.067
378,5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,0.999,1.224866441,1.7086,196,1.54,1741,5553,4.32,1.107
379,3109930,K01112.01,,CANDIDATE,CANDIDATE,0.931,37.8102649,8.733,570.3,2.33,566,6085,4.451,0.973
380,2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,1,25.93406406,4.6142,414.5,2.48,695,5952,4.287,1.225
381,2854914,K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,0.912,83.4463485,6.536,503,2.73,471,5952,4.287,1.225
382,3337425,K01114.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.04710032,2.926,400.9,25.2,986,5766,4.363,1.068
383,3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,0.989,12.99204853,6.0175,270.6,2.03,866,5765,4.236,1.242
384,3865567,K01182.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.11620211,4.211,4843.9,8.96,853,6122,4.471,0.996
385,3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.922861499,3.5734,1916.2,5.09,1392,5778,4.531,0.911
386,4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.635445336,1.8592,2547.4,19,1177,3920,4.7,0.55
387,3443790,K01185.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.665784138,1.8946,2006.2,97.27,2636,6261,3.686,2.789
388,3966912,K01186.01,,FALSE POSITIVE,FALSE POSITIVE,0,55.6639167,23.546,3414.4,34.14,434,5587,4.528,0.853
389,8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,0.994,52.09081627,8.6388,2894.1,7.14,592,6198,4.237,1.324
390,11607193,K00983.01,,FALSE POSITIVE,FALSE POSITIVE,,7.1548608,7.694,780.4,7.41,1482,7443,4.166,1.739
